income,land_size,state,crop,irrigation,farmer_type,scheme,approved
197191,2.81,maharashtra,sugarcane,yes,medium,small_farmer_support,0
300917,4.75,up,wheat,no,large,large_farmer_irrigation_support,0
179423,2.78,gujarat,wheat,no,medium,pm_kisan,0
388115,5.42,punjab,rice,no,large,sugarcane_incentive,1
408997,5.69,gujarat,wheat,no,large,cotton_support_scheme,1
38408,0.94,maharashtra,sugarcane,no,small,small_farmer_support,1
96720,2.52,punjab,rice,no,medium,small_farmer_support,0
103257,1.55,gujarat,wheat,no,small,cotton_support_scheme,1
414502,5.26,gujarat,wheat,yes,large,cotton_support_scheme,0
319435,4.11,punjab,rice,yes,large,drip_irrigation,0
99060,1.68,up,wheat,yes,small,cotton_support_scheme,0
275353,5.81,gujarat,cotton,no,large,pm_kisan,0
94447,1.82,gujarat,cotton,yes,small,sugarcane_incentive,1
195444,3.89,punjab,wheat,yes,medium,drip_irrigation,0
464866,5.02,punjab,rice,yes,large,large_farmer_irrigation_support,0
409875,4.69,up,rice,yes,large,medium_farmer_modernization,0
366474,3.92,gujarat,wheat,yes,medium,drip_irrigation,0
277172,3.78,gujarat,cotton,no,medium,drip_irrigation,1
392927,4.7,karnataka,rice,yes,large,medium_farmer_modernization,0
117369,1.27,maharashtra,sugarcane,yes,small,low_income_farmer_aid,1
29721,0.75,gujarat,wheat,no,small,medium_farmer_modernization,0
406281,5.68,up,wheat,yes,large,pm_kisan,0
289174,3.03,up,rice,yes,medium,crop_insurance,0
24629,0.54,karnataka,rice,no,small,cotton_support_scheme,1
63984,1.26,karnataka,sugarcane,no,small,pm_kisan,1
111147,2.16,punjab,rice,yes,medium,sugarcane_incentive,1
328101,3.61,karnataka,rice,yes,medium,medium_farmer_modernization,1
236725,2.48,gujarat,wheat,yes,medium,rice_development_scheme,1
117361,2.05,up,rice,yes,medium,drip_irrigation,0
134278,1.86,gujarat,cotton,no,small,crop_insurance,0
451689,5.64,up,wheat,yes,large,low_income_farmer_aid,0
64358,0.94,gujarat,cotton,no,small,pm_kisan,1
279964,5.98,gujarat,wheat,yes,large,pm_kisan,0
130532,3.35,up,wheat,no,medium,medium_farmer_modernization,1
216602,4.05,karnataka,sugarcane,no,large,small_farmer_support,0
493408,5.52,gujarat,wheat,yes,large,pm_kisan,0
340026,5.62,karnataka,sugarcane,no,large,crop_insurance,1
210000,2.79,up,wheat,no,medium,drip_irrigation,0
82181,1.75,gujarat,wheat,no,small,sugarcane_incentive,0
402006,5.74,maharashtra,sugarcane,no,large,sugarcane_incentive,0
357179,5.61,punjab,rice,yes,large,pm_kisan,0
64151,1.71,maharashtra,cotton,yes,small,low_income_farmer_aid,1
66306,2.17,karnataka,rice,no,medium,medium_farmer_modernization,0
253936,4.82,up,wheat,no,large,low_income_farmer_aid,0
73697,1.08,punjab,wheat,no,small,rice_development_scheme,0
197948,5.3,up,rice,yes,large,pm_kisan,0
132725,2.39,up,wheat,yes,medium,sugarcane_incentive,1
87963,1.48,gujarat,cotton,yes,small,low_income_farmer_aid,1
312970,5.95,karnataka,rice,no,large,large_farmer_irrigation_support,1
89399,1.84,maharashtra,cotton,yes,small,low_income_farmer_aid,1
224070,4.2,karnataka,sugarcane,no,large,large_farmer_irrigation_support,1
150345,3.02,punjab,rice,yes,medium,cotton_support_scheme,0
183763,2.89,maharashtra,sugarcane,no,medium,crop_insurance,0
47314,1.06,up,rice,yes,small,medium_farmer_modernization,0
48431,1.44,karnataka,rice,no,small,cotton_support_scheme,1
192464,4.06,karnataka,rice,no,large,cotton_support_scheme,1
80587,1.93,gujarat,cotton,no,small,rice_development_scheme,0
117508,2.79,up,wheat,yes,medium,low_income_farmer_aid,1
285988,4.65,karnataka,rice,no,large,crop_insurance,0
356025,4.23,maharashtra,cotton,yes,large,large_farmer_irrigation_support,1
149571,2.28,maharashtra,sugarcane,yes,medium,large_farmer_irrigation_support,0
384350,5.05,karnataka,rice,no,large,medium_farmer_modernization,0
214289,5.71,karnataka,sugarcane,yes,large,medium_farmer_modernization,0
70953,1.88,up,wheat,no,small,small_farmer_support,1
232592,5.09,up,rice,no,large,sugarcane_incentive,1
40698,0.64,gujarat,wheat,yes,small,large_farmer_irrigation_support,0
411017,4.46,up,rice,yes,large,medium_farmer_modernization,0
33931,0.51,gujarat,wheat,no,small,sugarcane_incentive,0
335069,5.04,maharashtra,sugarcane,no,large,medium_farmer_modernization,0
77027,2.05,maharashtra,sugarcane,yes,medium,large_farmer_irrigation_support,0
80310,1.01,up,wheat,no,small,drip_irrigation,1
136057,2.24,karnataka,rice,no,medium,low_income_farmer_aid,0
167513,2.78,karnataka,rice,yes,medium,small_farmer_support,0
114605,2.62,gujarat,wheat,yes,medium,sugarcane_incentive,0
270611,2.95,punjab,rice,yes,medium,drip_irrigation,0
247681,3.76,up,rice,yes,medium,medium_farmer_modernization,0
208254,4.36,maharashtra,cotton,yes,large,low_income_farmer_aid,0
144646,1.55,up,rice,yes,small,low_income_farmer_aid,0
58149,0.8,karnataka,sugarcane,no,small,crop_insurance,1
169407,2.4,up,rice,yes,medium,medium_farmer_modernization,0
177070,4.58,gujarat,wheat,yes,large,large_farmer_irrigation_support,1
69911,0.97,maharashtra,sugarcane,yes,small,crop_insurance,0
310877,4.45,up,wheat,no,large,drip_irrigation,1
224583,4.58,gujarat,cotton,yes,large,cotton_support_scheme,0
179146,3.64,up,wheat,no,medium,low_income_farmer_aid,0
424812,5.57,karnataka,rice,no,large,large_farmer_irrigation_support,1
87333,1.18,gujarat,cotton,yes,small,sugarcane_incentive,0
133759,2.22,maharashtra,sugarcane,yes,medium,drip_irrigation,0
472416,4.96,maharashtra,cotton,yes,large,crop_insurance,1
237653,3.11,karnataka,rice,yes,medium,rice_development_scheme,0
38168,1.13,up,rice,no,small,large_farmer_irrigation_support,0
139732,2.88,punjab,rice,yes,medium,low_income_farmer_aid,0
554704,5.98,punjab,rice,yes,large,medium_farmer_modernization,0
106640,1.9,gujarat,wheat,yes,small,large_farmer_irrigation_support,0
107344,1.45,maharashtra,sugarcane,no,small,medium_farmer_modernization,0
88466,2.59,gujarat,wheat,no,medium,cotton_support_scheme,1
383206,5.15,maharashtra,cotton,no,large,medium_farmer_modernization,0
180862,4.26,karnataka,rice,no,large,crop_insurance,0
128707,1.91,punjab,wheat,yes,small,medium_farmer_modernization,0
534366,5.76,maharashtra,cotton,yes,large,cotton_support_scheme,1
271625,4.66,gujarat,wheat,yes,large,pm_kisan,0
302893,5.58,gujarat,cotton,yes,large,crop_insurance,1
222273,2.63,punjab,wheat,yes,medium,low_income_farmer_aid,0
333807,4.9,up,rice,no,large,drip_irrigation,1
46264,0.95,gujarat,wheat,no,small,rice_development_scheme,1
362283,3.97,maharashtra,cotton,yes,medium,drip_irrigation,0
287573,5.48,maharashtra,sugarcane,no,large,drip_irrigation,1
159522,4.43,karnataka,sugarcane,yes,large,drip_irrigation,0
179718,5.8,gujarat,wheat,no,large,drip_irrigation,0
49472,0.8,punjab,wheat,no,small,crop_insurance,1
200847,2.66,gujarat,wheat,yes,medium,drip_irrigation,0
309364,3.78,punjab,wheat,yes,medium,small_farmer_support,0
83403,1.93,punjab,wheat,no,small,crop_insurance,1
172657,4.72,gujarat,wheat,no,large,crop_insurance,0
276990,5.18,karnataka,rice,no,large,drip_irrigation,0
211671,3.07,karnataka,sugarcane,yes,medium,pm_kisan,0
119767,3.83,punjab,rice,no,medium,pm_kisan,0
521303,5.76,punjab,wheat,yes,large,medium_farmer_modernization,0
30933,0.57,punjab,wheat,yes,small,large_farmer_irrigation_support,0
47330,1.53,maharashtra,cotton,no,small,large_farmer_irrigation_support,0
247625,2.88,punjab,wheat,yes,medium,small_farmer_support,0
237188,3.37,maharashtra,sugarcane,yes,medium,large_farmer_irrigation_support,0
220363,4.65,karnataka,sugarcane,no,large,pm_kisan,0
182673,2.35,gujarat,cotton,yes,medium,large_farmer_irrigation_support,0
281841,4.81,gujarat,wheat,no,large,drip_irrigation,1
349706,4.93,karnataka,rice,yes,large,small_farmer_support,0
82338,2.13,punjab,rice,yes,medium,cotton_support_scheme,0
259201,4.11,gujarat,cotton,no,large,sugarcane_incentive,0
134272,3.0,maharashtra,sugarcane,yes,medium,small_farmer_support,0
120416,1.6,gujarat,cotton,no,small,pm_kisan,1
293976,4.39,karnataka,sugarcane,no,large,drip_irrigation,0
231638,3.13,gujarat,wheat,no,medium,sugarcane_incentive,0
196533,3.99,up,wheat,yes,medium,low_income_farmer_aid,0
155871,3.92,gujarat,cotton,yes,medium,low_income_farmer_aid,0
221080,4.61,punjab,rice,yes,large,small_farmer_support,0
36978,0.83,maharashtra,sugarcane,no,small,crop_insurance,0
46642,0.75,gujarat,wheat,yes,small,medium_farmer_modernization,0
259071,5.1,up,rice,yes,large,pm_kisan,0
224148,5.09,up,wheat,no,large,sugarcane_incentive,0
116422,1.9,up,wheat,no,small,cotton_support_scheme,0
37652,1.0,punjab,rice,yes,small,medium_farmer_modernization,0
107384,2.16,up,wheat,no,medium,sugarcane_incentive,0
140695,2.51,maharashtra,sugarcane,no,medium,low_income_farmer_aid,0
99449,3.2,maharashtra,sugarcane,no,medium,small_farmer_support,0
191735,3.3,gujarat,wheat,yes,medium,crop_insurance,0
42317,0.8,punjab,rice,yes,small,cotton_support_scheme,0
229578,3.01,karnataka,sugarcane,no,medium,drip_irrigation,1
83728,2.51,gujarat,wheat,no,medium,low_income_farmer_aid,1
99005,1.79,up,wheat,yes,small,drip_irrigation,0
190602,2.48,maharashtra,sugarcane,no,medium,sugarcane_incentive,0
238536,4.09,punjab,rice,no,large,cotton_support_scheme,1
87093,1.22,punjab,wheat,no,small,medium_farmer_modernization,0
32735,0.63,punjab,wheat,no,small,pm_kisan,1
59140,0.88,punjab,wheat,yes,small,cotton_support_scheme,1
243234,2.56,gujarat,cotton,yes,medium,pm_kisan,0
192127,2.22,up,rice,yes,medium,rice_development_scheme,0
127173,2.63,karnataka,rice,no,medium,drip_irrigation,0
93148,1.12,maharashtra,cotton,yes,small,sugarcane_incentive,1
69057,1.21,gujarat,wheat,no,small,drip_irrigation,0
217309,3.29,karnataka,rice,yes,medium,small_farmer_support,0
327154,5.05,karnataka,sugarcane,no,large,cotton_support_scheme,0
153061,4.33,up,wheat,no,large,large_farmer_irrigation_support,1
253520,5.0,maharashtra,cotton,no,large,rice_development_scheme,1
97796,1.81,maharashtra,sugarcane,no,small,medium_farmer_modernization,0
97624,1.3,maharashtra,cotton,yes,small,crop_insurance,0
95825,2.05,up,wheat,no,medium,drip_irrigation,1
169903,4.28,gujarat,cotton,no,large,small_farmer_support,0
206318,3.35,karnataka,sugarcane,yes,medium,medium_farmer_modernization,1
121153,2.9,up,rice,no,medium,drip_irrigation,1
211612,4.95,karnataka,rice,no,large,medium_farmer_modernization,0
30994,0.77,up,wheat,no,small,large_farmer_irrigation_support,0
301368,5.88,maharashtra,cotton,yes,large,small_farmer_support,0
85297,0.95,punjab,rice,yes,small,rice_development_scheme,0
28530,0.55,maharashtra,sugarcane,no,small,cotton_support_scheme,0
296091,3.85,karnataka,sugarcane,yes,medium,rice_development_scheme,0
379511,4.52,punjab,rice,yes,large,rice_development_scheme,1
279215,5.34,up,rice,yes,large,low_income_farmer_aid,0
536712,5.74,maharashtra,sugarcane,yes,large,low_income_farmer_aid,0
186110,3.97,up,wheat,yes,medium,medium_farmer_modernization,1
96217,1.34,karnataka,sugarcane,no,small,cotton_support_scheme,1
273073,3.34,karnataka,sugarcane,yes,medium,low_income_farmer_aid,0
109536,3.51,gujarat,cotton,no,medium,sugarcane_incentive,0
46519,0.84,punjab,rice,yes,small,sugarcane_incentive,1
139808,2.63,maharashtra,sugarcane,no,medium,sugarcane_incentive,1
361578,4.59,maharashtra,sugarcane,yes,large,low_income_farmer_aid,0
150241,3.4,up,rice,yes,medium,pm_kisan,0
63357,1.18,punjab,rice,yes,small,low_income_farmer_aid,1
436447,5.81,punjab,rice,no,large,small_farmer_support,0
166245,2.47,up,rice,no,medium,cotton_support_scheme,1
52758,0.72,punjab,rice,yes,small,rice_development_scheme,1
319307,3.63,up,rice,yes,medium,large_farmer_irrigation_support,0
36281,0.87,maharashtra,cotton,no,small,drip_irrigation,0
141205,2.81,maharashtra,cotton,no,medium,drip_irrigation,0
98418,1.58,up,wheat,no,small,medium_farmer_modernization,0
51176,1.66,maharashtra,cotton,no,small,large_farmer_irrigation_support,0
35806,0.75,maharashtra,cotton,no,small,sugarcane_incentive,0
289001,4.02,gujarat,wheat,no,large,low_income_farmer_aid,0
296187,5.84,karnataka,rice,no,large,small_farmer_support,0
181023,4.21,gujarat,cotton,yes,large,pm_kisan,0
160244,3.86,up,wheat,no,medium,small_farmer_support,0
112423,1.25,gujarat,cotton,yes,small,sugarcane_incentive,0
39841,0.56,punjab,wheat,no,small,pm_kisan,1
104309,1.35,up,wheat,no,small,small_farmer_support,1
233903,3.29,karnataka,sugarcane,yes,medium,crop_insurance,0
160462,4.35,maharashtra,cotton,no,large,pm_kisan,0
80401,2.02,punjab,rice,yes,medium,large_farmer_irrigation_support,0
319820,4.16,karnataka,rice,no,large,cotton_support_scheme,1
330956,4.31,punjab,wheat,yes,large,rice_development_scheme,0
72166,1.14,up,wheat,yes,small,rice_development_scheme,0
145838,3.96,karnataka,sugarcane,no,medium,drip_irrigation,1
165019,3.22,up,rice,yes,medium,medium_farmer_modernization,1
69074,0.86,maharashtra,cotton,yes,small,sugarcane_incentive,1
136297,1.94,karnataka,sugarcane,yes,small,cotton_support_scheme,0
396533,5.39,punjab,rice,yes,large,cotton_support_scheme,1
160655,2.32,maharashtra,cotton,no,medium,large_farmer_irrigation_support,0
380193,5.22,karnataka,sugarcane,yes,large,pm_kisan,0
228208,5.1,punjab,wheat,yes,large,rice_development_scheme,1
312328,5.7,up,wheat,yes,large,crop_insurance,0
26225,0.64,maharashtra,sugarcane,no,small,sugarcane_incentive,0
357123,4.81,maharashtra,sugarcane,no,large,crop_insurance,0
194280,3.39,maharashtra,cotton,no,medium,low_income_farmer_aid,0
39554,0.87,maharashtra,cotton,yes,small,rice_development_scheme,0
200794,2.71,maharashtra,sugarcane,no,medium,pm_kisan,0
61170,0.92,gujarat,wheat,yes,small,rice_development_scheme,0
67122,1.29,karnataka,rice,no,small,rice_development_scheme,0
325135,4.48,punjab,wheat,yes,large,large_farmer_irrigation_support,1
119029,2.66,punjab,rice,yes,medium,small_farmer_support,0
256832,4.91,punjab,rice,yes,large,large_farmer_irrigation_support,1
110103,2.33,up,wheat,yes,medium,sugarcane_incentive,0
95829,2.24,punjab,wheat,yes,medium,cotton_support_scheme,1
215233,4.79,up,wheat,no,large,low_income_farmer_aid,0
106005,1.57,punjab,wheat,yes,small,pm_kisan,1
206920,3.66,gujarat,cotton,yes,medium,large_farmer_irrigation_support,0
401943,5.51,up,rice,no,large,drip_irrigation,0
199350,2.88,up,rice,no,medium,large_farmer_irrigation_support,0
88564,2.95,gujarat,wheat,no,medium,small_farmer_support,0
463292,5.72,karnataka,rice,yes,large,crop_insurance,0
110228,3.51,karnataka,rice,no,medium,sugarcane_incentive,0
321040,3.82,punjab,rice,yes,medium,pm_kisan,0
382004,4.46,karnataka,sugarcane,yes,large,medium_farmer_modernization,0
262501,4.68,maharashtra,sugarcane,no,large,medium_farmer_modernization,0
197370,2.54,maharashtra,sugarcane,no,medium,drip_irrigation,1
246369,5.72,karnataka,rice,yes,large,pm_kisan,0
424741,4.53,punjab,rice,yes,large,large_farmer_irrigation_support,0
246673,5.53,maharashtra,cotton,yes,large,large_farmer_irrigation_support,1
154153,2.85,maharashtra,sugarcane,no,medium,small_farmer_support,0
167056,4.45,maharashtra,sugarcane,yes,large,rice_development_scheme,0
467917,5.98,gujarat,wheat,no,large,cotton_support_scheme,0
449891,5.9,punjab,rice,yes,large,sugarcane_incentive,0
173043,2.61,maharashtra,sugarcane,yes,medium,medium_farmer_modernization,1
144117,3.51,punjab,wheat,yes,medium,medium_farmer_modernization,0
330638,4.89,gujarat,wheat,yes,large,rice_development_scheme,0
47012,1.13,maharashtra,sugarcane,no,small,low_income_farmer_aid,1
332910,4.97,punjab,wheat,no,large,low_income_farmer_aid,0
357634,4.1,punjab,rice,yes,large,crop_insurance,1
117908,1.77,karnataka,rice,no,small,cotton_support_scheme,0
68374,1.7,punjab,rice,yes,small,large_farmer_irrigation_support,0
184248,4.58,maharashtra,sugarcane,no,large,rice_development_scheme,0
159170,2.2,gujarat,cotton,yes,medium,small_farmer_support,0
95812,2.03,karnataka,rice,yes,medium,crop_insurance,1
61800,0.89,karnataka,rice,no,small,low_income_farmer_aid,1
60477,1.17,gujarat,wheat,no,small,small_farmer_support,1
65847,1.27,up,wheat,yes,small,sugarcane_incentive,1
176958,2.79,punjab,rice,yes,medium,cotton_support_scheme,1
513375,5.35,maharashtra,sugarcane,yes,large,medium_farmer_modernization,0
224290,4.33,maharashtra,sugarcane,yes,large,small_farmer_support,0
189752,3.93,punjab,wheat,yes,medium,low_income_farmer_aid,0
303598,4.62,gujarat,wheat,no,large,cotton_support_scheme,1
344644,3.9,punjab,rice,yes,medium,drip_irrigation,0
402698,5.11,maharashtra,sugarcane,no,large,drip_irrigation,1
360639,5.96,up,rice,yes,large,large_farmer_irrigation_support,1
127813,2.62,punjab,wheat,yes,medium,drip_irrigation,0
141559,4.71,karnataka,sugarcane,no,large,medium_farmer_modernization,0
299644,5.71,punjab,wheat,yes,large,small_farmer_support,0
73392,1.07,up,wheat,no,small,cotton_support_scheme,1
300393,3.27,maharashtra,sugarcane,yes,medium,cotton_support_scheme,0
324335,4.54,karnataka,sugarcane,yes,large,cotton_support_scheme,0
419977,5.85,maharashtra,cotton,no,large,sugarcane_incentive,1
357885,5.4,gujarat,cotton,no,large,rice_development_scheme,1
117488,2.31,maharashtra,sugarcane,yes,medium,cotton_support_scheme,1
141357,2.19,gujarat,cotton,yes,medium,pm_kisan,0
35503,0.89,punjab,wheat,yes,small,rice_development_scheme,0
107914,2.03,karnataka,sugarcane,yes,medium,cotton_support_scheme,1
31186,0.65,punjab,rice,yes,small,pm_kisan,1
170897,3.55,maharashtra,sugarcane,no,medium,large_farmer_irrigation_support,0
39271,0.51,maharashtra,cotton,no,small,pm_kisan,1
168364,3.78,gujarat,cotton,no,medium,drip_irrigation,1
263995,4.49,karnataka,sugarcane,yes,large,large_farmer_irrigation_support,0
132708,1.49,punjab,rice,yes,small,medium_farmer_modernization,0
360587,5.83,punjab,wheat,yes,large,large_farmer_irrigation_support,0
352719,5.85,maharashtra,cotton,no,large,medium_farmer_modernization,0
257554,3.24,punjab,wheat,no,medium,large_farmer_irrigation_support,0
396684,5.11,punjab,wheat,no,large,pm_kisan,0
286312,4.48,maharashtra,cotton,no,large,cotton_support_scheme,0
53367,0.61,up,wheat,yes,small,drip_irrigation,0
216191,3.66,punjab,wheat,yes,medium,rice_development_scheme,1
149076,3.09,up,wheat,yes,medium,sugarcane_incentive,0
67579,0.75,gujarat,cotton,yes,small,crop_insurance,1
194138,4.6,gujarat,wheat,no,large,sugarcane_incentive,0
175227,2.66,up,wheat,no,medium,small_farmer_support,0
198337,3.61,gujarat,wheat,no,medium,small_farmer_support,0
261171,3.33,gujarat,wheat,no,medium,pm_kisan,0
330528,3.66,punjab,rice,yes,medium,large_farmer_irrigation_support,0
256544,4.77,punjab,rice,no,large,pm_kisan,0
171286,2.55,maharashtra,cotton,yes,medium,low_income_farmer_aid,0
104083,2.47,gujarat,wheat,no,medium,rice_development_scheme,1
106540,2.26,punjab,rice,yes,medium,rice_development_scheme,1
63590,1.66,up,rice,yes,small,small_farmer_support,1
125970,1.71,gujarat,cotton,yes,small,crop_insurance,1
114970,3.03,punjab,rice,yes,medium,drip_irrigation,0
398745,5.41,karnataka,rice,yes,large,drip_irrigation,0
45064,0.86,up,rice,no,small,medium_farmer_modernization,0
130143,2.18,punjab,wheat,yes,medium,rice_development_scheme,1
84393,1.15,up,rice,yes,small,small_farmer_support,1
51068,1.02,karnataka,sugarcane,yes,small,pm_kisan,1
130957,3.05,punjab,rice,no,medium,small_farmer_support,0
293291,4.22,up,rice,yes,large,rice_development_scheme,1
251497,4.9,maharashtra,sugarcane,no,large,small_farmer_support,0
59616,0.99,gujarat,wheat,no,small,medium_farmer_modernization,0
507993,5.81,karnataka,sugarcane,yes,large,rice_development_scheme,0
117549,2.05,gujarat,cotton,no,medium,crop_insurance,0
353284,4.3,up,rice,yes,large,crop_insurance,1
275473,3.47,up,wheat,yes,medium,sugarcane_incentive,0
320403,5.4,gujarat,wheat,no,large,crop_insurance,0
82510,2.17,punjab,wheat,yes,medium,medium_farmer_modernization,1
35928,0.51,gujarat,cotton,no,small,rice_development_scheme,1
370163,5.34,up,rice,no,large,drip_irrigation,1
66937,1.18,maharashtra,sugarcane,no,small,sugarcane_incentive,0
230748,2.8,gujarat,cotton,yes,medium,pm_kisan,0
206899,4.01,maharashtra,sugarcane,no,large,crop_insurance,0
260912,4.35,maharashtra,cotton,no,large,large_farmer_irrigation_support,0
206241,3.03,gujarat,cotton,yes,medium,drip_irrigation,0
183657,3.09,karnataka,sugarcane,yes,medium,crop_insurance,1
48726,1.25,punjab,rice,yes,small,rice_development_scheme,1
48638,0.94,karnataka,rice,yes,small,medium_farmer_modernization,0
158777,2.99,up,rice,no,medium,rice_development_scheme,1
84658,2.35,maharashtra,cotton,no,medium,pm_kisan,0
61173,1.42,karnataka,sugarcane,no,small,cotton_support_scheme,0
243458,4.78,gujarat,cotton,yes,large,small_farmer_support,0
332339,3.67,up,rice,yes,medium,crop_insurance,0
175741,4.63,punjab,rice,yes,large,low_income_farmer_aid,0
291985,5.51,gujarat,wheat,yes,large,sugarcane_incentive,1
162580,2.5,maharashtra,sugarcane,no,medium,rice_development_scheme,0
59623,0.91,maharashtra,cotton,no,small,sugarcane_incentive,1
38359,1.04,up,wheat,no,small,medium_farmer_modernization,0
243253,5.26,up,rice,no,large,rice_development_scheme,1
111804,1.71,maharashtra,sugarcane,no,small,cotton_support_scheme,0
196706,2.48,gujarat,cotton,no,medium,small_farmer_support,0
139077,3.2,karnataka,rice,yes,medium,sugarcane_incentive,1
209842,2.59,karnataka,rice,yes,medium,sugarcane_incentive,0
89307,1.48,karnataka,rice,no,small,small_farmer_support,1
258958,3.43,maharashtra,cotton,no,medium,rice_development_scheme,0
311538,3.93,maharashtra,sugarcane,no,medium,large_farmer_irrigation_support,0
105521,3.01,karnataka,sugarcane,no,medium,small_farmer_support,0
61355,1.01,gujarat,wheat,no,small,crop_insurance,1
27698,0.71,karnataka,rice,yes,small,cotton_support_scheme,0
182768,2.03,gujarat,wheat,yes,medium,cotton_support_scheme,0
269473,4.5,gujarat,cotton,no,large,large_farmer_irrigation_support,1
71339,0.96,up,wheat,no,small,drip_irrigation,0
158980,3.99,maharashtra,sugarcane,yes,medium,pm_kisan,0
275259,4.62,maharashtra,cotton,no,large,large_farmer_irrigation_support,0
102402,3.11,karnataka,rice,no,medium,pm_kisan,0
369120,5.02,gujarat,cotton,yes,large,rice_development_scheme,0
67848,0.89,up,wheat,yes,small,sugarcane_incentive,1
353801,3.69,gujarat,cotton,yes,medium,cotton_support_scheme,0
168903,3.77,karnataka,rice,yes,medium,drip_irrigation,0
221780,3.99,up,rice,yes,medium,rice_development_scheme,1
167488,3.04,maharashtra,sugarcane,no,medium,low_income_farmer_aid,0
181594,3.0,up,rice,yes,medium,cotton_support_scheme,0
153376,3.82,up,rice,yes,medium,crop_insurance,0
166561,1.89,punjab,rice,yes,small,drip_irrigation,0
200209,3.5,maharashtra,cotton,yes,medium,pm_kisan,0
104104,2.83,maharashtra,sugarcane,yes,medium,rice_development_scheme,0
100507,1.97,up,wheat,yes,small,sugarcane_incentive,1
111225,2.84,up,wheat,no,medium,small_farmer_support,0
202181,5.22,maharashtra,sugarcane,no,large,large_farmer_irrigation_support,0
151032,3.12,maharashtra,cotton,yes,medium,rice_development_scheme,1
47838,0.98,karnataka,sugarcane,no,small,low_income_farmer_aid,1
234732,5.04,punjab,rice,no,large,pm_kisan,0
68430,1.26,gujarat,cotton,no,small,sugarcane_incentive,0
123402,1.74,punjab,wheat,yes,small,large_farmer_irrigation_support,0
227414,2.93,gujarat,cotton,yes,medium,pm_kisan,0
286149,3.67,gujarat,cotton,yes,medium,large_farmer_irrigation_support,0
57835,1.42,maharashtra,cotton,no,small,sugarcane_incentive,1
129389,3.98,maharashtra,sugarcane,no,medium,crop_insurance,0
155054,3.08,karnataka,sugarcane,yes,medium,low_income_farmer_aid,0
153045,2.72,maharashtra,sugarcane,yes,medium,large_farmer_irrigation_support,0
80539,0.9,maharashtra,sugarcane,yes,small,cotton_support_scheme,0
341797,4.66,up,wheat,no,large,sugarcane_incentive,0
97947,1.52,maharashtra,sugarcane,no,small,small_farmer_support,1
125965,2.02,punjab,wheat,no,medium,small_farmer_support,0
343511,4.26,maharashtra,sugarcane,yes,large,cotton_support_scheme,0
179183,2.46,gujarat,wheat,no,medium,small_farmer_support,0
98254,1.05,maharashtra,sugarcane,yes,small,rice_development_scheme,1
131847,2.59,punjab,wheat,yes,medium,medium_farmer_modernization,1
46520,1.23,punjab,wheat,yes,small,sugarcane_incentive,1
96608,2.28,maharashtra,sugarcane,yes,medium,crop_insurance,0
37958,1.14,gujarat,wheat,no,small,sugarcane_incentive,0
402060,5.49,maharashtra,cotton,no,large,sugarcane_incentive,1
359863,4.27,karnataka,sugarcane,yes,large,medium_farmer_modernization,0
260361,3.19,up,wheat,yes,medium,low_income_farmer_aid,0
92142,1.91,karnataka,sugarcane,yes,small,medium_farmer_modernization,0
99763,1.41,punjab,wheat,yes,small,drip_irrigation,0
243970,3.63,punjab,wheat,yes,medium,drip_irrigation,0
96048,2.9,maharashtra,sugarcane,no,medium,cotton_support_scheme,1
43537,0.69,up,rice,yes,small,drip_irrigation,0
153408,3.38,gujarat,cotton,no,medium,rice_development_scheme,1
66378,1.16,punjab,rice,yes,small,large_farmer_irrigation_support,0
212919,3.66,maharashtra,cotton,yes,medium,sugarcane_incentive,1
328947,4.62,karnataka,sugarcane,yes,large,sugarcane_incentive,1
62791,1.7,gujarat,wheat,no,small,large_farmer_irrigation_support,0
97498,2.19,up,rice,no,medium,drip_irrigation,1
330227,5.75,maharashtra,sugarcane,yes,large,drip_irrigation,0
73166,1.63,maharashtra,cotton,yes,small,cotton_support_scheme,0
159394,3.62,gujarat,wheat,yes,medium,low_income_farmer_aid,0
214099,3.94,gujarat,cotton,no,medium,rice_development_scheme,0
322299,4.17,karnataka,rice,no,large,medium_farmer_modernization,0
236198,5.7,karnataka,rice,yes,large,low_income_farmer_aid,0
97921,2.69,maharashtra,cotton,yes,medium,pm_kisan,0
202803,3.41,punjab,rice,yes,medium,crop_insurance,0
31121,0.7,up,wheat,no,small,rice_development_scheme,1
132014,3.66,up,wheat,yes,medium,sugarcane_incentive,1
340781,4.86,up,wheat,yes,large,small_farmer_support,0
138594,3.1,maharashtra,cotton,no,medium,small_farmer_support,0
115693,1.32,punjab,rice,yes,small,small_farmer_support,1
24589,0.64,up,rice,yes,small,pm_kisan,1
159612,4.34,gujarat,cotton,no,large,low_income_farmer_aid,0
160213,3.51,gujarat,wheat,no,medium,rice_development_scheme,1
273874,5.53,up,rice,yes,large,low_income_farmer_aid,0
235637,2.9,maharashtra,cotton,yes,medium,drip_irrigation,0
410500,5.23,punjab,rice,yes,large,low_income_farmer_aid,0
131997,2.91,up,wheat,no,medium,low_income_farmer_aid,0
312402,5.84,gujarat,wheat,yes,large,large_farmer_irrigation_support,0
224433,5.42,karnataka,rice,yes,large,pm_kisan,0
348198,4.78,punjab,rice,yes,large,small_farmer_support,0
45458,0.71,maharashtra,sugarcane,no,small,pm_kisan,1
428697,5.72,up,wheat,yes,large,low_income_farmer_aid,0
